,Experiment,Station,Depth_zone,Marine_pelagic_biomes _Longhurst_2007,Latitude_deg_N,Longitude_deg_E,Sampling_depth_m,Gene,Percentage_of_genome_equivalents
1768,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dddL,0.0
868,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dddP,1.4
1318,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dddQ,0.0
1093,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dddW,0.0
418,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dmdA,7.29
193,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,recA_hits,8248.0
1544,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddD,4.48
644,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddK,24.4
1769,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddL,0.0
869,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddP,5.54
1319,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddQ,0.0
1094,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddW,0.0
419,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,dmdA,17.22
194,ERX556109,TARA_067,SRF,BENG,-32.2401,17.7103,5,recA_hits,1870.0
1545,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddD,6.48
645,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddK,23.19
1770,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddL,0.0
870,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddP,0.0
1320,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddQ,0.0
1095,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddW,0.0
420,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dmdA,5.7
195,ERX556110,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,recA_hits,2992.0
1546,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dddD,1.01
646,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dddK,0.0
1771,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dddL,0.0
871,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dddP,0.0
1321,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dddQ,0.0
1096,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dddW,0.0
421,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,dmdA,23.18
196,ERX556111,TARA_070,SRF,SATL,-20.4091,-3.1759,5,recA_hits,636.0
1547,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dddD,0.5
647,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dddK,0.0
1772,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dddL,0.0
872,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dddP,1.58
1322,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dddQ,0.0
1097,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dddW,0.0
422,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,dmdA,13.18
197,ERX556112,TARA_072,MES,SATL,-8.7986,-17.9034,800,recA_hits,3857.0
1548,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddD,3.31
648,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddK,14.33
1773,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddL,2.24
873,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddP,0.0
1323,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddQ,0.0
1098,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dddW,0.0
423,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,dmdA,19.24
198,ERX556113,TARA_066,DCM,BENG,-34.8901,18.0459,30,recA_hits,1225.0
1549,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dddD,2.78
649,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dddK,0.0
1774,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dddL,0.0
874,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dddP,2.33
1324,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dddQ,0.0
1099,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dddW,0.0
424,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,dmdA,20.03
199,ERX556114,TARA_132,MES,NPST,31.528000000000002,-159.0224,550,recA_hits,7900.0
1550,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddD,2.72
650,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddK,0.0
1775,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddL,0.0
875,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddP,6.96
1325,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddQ,0.0
1100,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddW,0.0
425,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dmdA,26.13
200,ERX556115,TARA_137,DCM,PNEC,14.2075,-116.6468,40,recA_hits,3080.0
1551,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dddD,2.09
651,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dddK,1.22
1776,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dddL,0.0
876,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dddP,0.36
1326,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dddQ,0.0
1101,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dddW,0.0
426,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,dmdA,2.79
201,ERX556116,TARA_038,SRF,MONS,19.0393,64.4913,5,recA_hits,4442.0
1552,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddD,3.54
652,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddK,0.0
1777,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddL,0.0
877,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddP,2.97
1327,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddQ,0.0
1102,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddW,0.0
427,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dmdA,38.48
202,ERX556117,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,recA_hits,2349.0
1553,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dddD,0.0
653,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dddK,0.0
1778,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dddL,0.0
878,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dddP,0.62
1328,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dddQ,0.0
1103,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dddW,0.0
428,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,dmdA,11.36
203,ERX556118,TARA_042,SRF,MONS,6.0001,73.8955,5,recA_hits,3209.0
1554,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddD,1.21
654,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddK,0.0
1779,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddL,0.0
879,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddP,0.95
1329,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddQ,0.0
1104,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddW,0.0
429,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dmdA,11.08
204,ERX556119,TARA_064,DCM,EAFR,-29.5333,37.9117,65,recA_hits,5348.0
1555,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddD,1.4
655,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddK,0.0
1780,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddL,0.0
880,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddP,2.59
1330,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddQ,0.0
1105,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddW,0.0
430,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,dmdA,14.52
205,ERX556120,TARA_137,MES,PNEC,14.2025,-116.6433,375,recA_hits,2778.0
1556,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dddD,1.41
656,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dddK,0.36
1781,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dddL,0.0
881,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dddP,0.63
1331,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dddQ,0.0
1106,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dddW,0.0
431,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,dmdA,9.38
206,ERX556121,TARA_140,SRF,CAMR,7.4122,-79.3017,5,recA_hits,20504.0
1557,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddD,5.05
657,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddK,0.0
1782,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddL,0.0
882,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddP,3.03
1332,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddQ,0.0
1107,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dddW,0.0
432,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,dmdA,48.53
207,ERX556122,TARA_048,SRF,ISSG,-9.3921,66.4228,5,recA_hits,2326.0
1558,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddD,1.74
658,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddK,0.0
1783,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddL,0.0
883,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddP,3.6
1333,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddQ,0.0
1108,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddW,0.0
433,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,dmdA,9.05
208,ERX556123,TARA_076,MES,SATL,-20.9315,-35.1794,800,recA_hits,7341.0
1559,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddD,0.0
659,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddK,0.0
1784,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddL,0.0
884,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddP,0.0
1334,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddQ,0.0
1109,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dddW,0.0
434,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,dmdA,10.88
209,ERX556124,TARA_025,DCM,MEDI,39.3991,19.3997,50,recA_hits,1978.0
1560,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dddD,0.52
660,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dddK,0.0
1785,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dddL,0.0
885,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dddP,1.03
1335,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dddQ,0.0
1110,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dddW,0.0
435,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,dmdA,7.2
210,ERX556125,TARA_041,DCM,MONS,14.5536,70.0128,60,recA_hits,2451.0
1561,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dddD,2.66
661,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dddK,0.0
1786,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dddL,0.0
886,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dddP,2.85
1336,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dddQ,1.58
1111,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dddW,0.0
436,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,dmdA,25.81
211,ERX556126,TARA_123,SRF,SPSG,-8.9068,-140.283,5,recA_hits,10271.0
1562,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddD,2.2
662,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddK,0.44
1787,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddL,0.0
887,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddP,1.47
1337,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddQ,0.0
1112,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddW,0.0
437,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dmdA,34.3
212,ERX556127,TARA_064,SRF,EAFR,-29.5019,37.9889,5,recA_hits,10440.0
1563,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddD,4.19
663,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddK,0.0
1788,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddL,0.0
888,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddP,4.11
1338,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddQ,0.0
1113,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddW,0.0
438,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dmdA,50.08
213,ERX556128,TARA_109,DCM,CHIL,2.0299,-84.5546,30,recA_hits,1040.0
1564,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dddD,1.68
664,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dddK,0.0
1789,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dddL,0.0
889,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dddP,4.96
1339,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dddQ,0.0
1114,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dddW,0.0
439,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,dmdA,22.13
214,ERX556129,TARA_062,SRF,EAFR,-22.3368,40.3412,5,recA_hits,9177.0
1565,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dddD,2.19
665,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dddK,19.28
1790,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dddL,0.0
890,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dddP,1.57
1340,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dddQ,0.0
1115,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dddW,0.0
440,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,dmdA,44.55
215,ERX556130,TARA_096,SRF,SPSG,-29.7238,-101.1604,5,recA_hits,11273.0
1566,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddD,0.0
666,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddK,0.0
1791,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddL,0.05
891,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddP,2.13
1341,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddQ,0.0
1116,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dddW,0.0
441,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,dmdA,28.77
216,ERX556131,TARA_076,MES,SATL,-20.9315,-35.1794,800,recA_hits,445.0
1567,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dddD,1.33
667,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dddK,0.0
1792,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dddL,0.0
892,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dddP,1.31
1342,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dddQ,0.0
1117,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dddW,0.0
442,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,dmdA,38.14
217,ERX556132,TARA_045,SRF,MONS,0.0033,71.6428,5,recA_hits,2179.0
1568,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddD,11.22
668,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddK,64.23
1793,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddL,0.0
893,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddP,0.14
1343,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddQ,0.0
1118,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dddW,0.0
443,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,dmdA,6.49
218,ERX556133,TARA_085,SRF,ANTA,-62.0385,-49.528999999999996,5,recA_hits,7962.0
1569,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dddD,3.1
669,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dddK,0.0
1794,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dddL,0.0
894,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dddP,0.37
1344,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dddQ,1.01
1119,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dddW,0.0
444,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,dmdA,29.93
219,ERX556134,TARA_128,DCM,PEOD,0.0222,-153.6858,40,recA_hits,9937.0
1570,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddD,3.46
670,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddK,5.23
1795,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddL,0.0
895,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddP,1.94
1345,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddQ,0.0
1120,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddW,0.0
445,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,dmdA,11.12
220,ERX556135,TARA_036,DCM,ARAB,20.8222,63.5133,17,recA_hits,1963.0
1571,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dddD,0.39
671,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dddK,0.0
1796,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dddL,0.0
896,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dddP,2.16
1346,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dddQ,0.0
1121,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dddW,0.0
446,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,dmdA,11.51
221,ERX556136,TARA_042,DCM,MONS,5.9998,73.9067,80,recA_hits,2165.0
1572,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dddD,1.79
672,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dddK,0.0
1797,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dddL,0.0
897,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dddP,3.17
1347,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dddQ,2.3
1122,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dddW,0.0
447,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,dmdA,22.59
222,ERX556137,TARA_110,SRF,SPSG,-2.0133,-84.589,5,recA_hits,10952.0
1573,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddD,1.13
673,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddK,0.0
1798,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddL,0.0
898,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddP,2.45
1348,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddQ,0.0
1123,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddW,0.0
448,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,dmdA,2.96
223,ERX556138,TARA_138,MES,PNEC,6.3559,-103.0598,450,recA_hits,2226.0
1574,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dddD,3.08
674,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dddK,0.0
1799,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dddL,0.0
899,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dddP,7.85
1349,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dddQ,0.0
1124,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dddW,0.0
449,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,dmdA,18.25
224,ERX556139,TARA_085,MES,ANTA,-61.9689,-49.5017,790,recA_hits,6907.0
