,fr_alma1,fr_dddp,fr_dmda,d34S
0,0.0,0.0,1.0,19.769834394594675
1,0.0,0.020408163265306124,0.9795918367346939,19.802875241374586
2,0.0,0.04081632653061225,0.9591836734693877,19.835554351246955
3,0.0,0.06122448979591837,0.9387755102040817,19.867877629587085
4,0.0,0.0816326530612245,0.9183673469387755,19.89985085398427
5,0.0,0.10204081632653061,0.8979591836734694,19.931479677675057
6,0.0,0.12244897959183675,0.8775510204081634,19.96276963287147
7,0.0,0.14285714285714288,0.8571428571428572,19.993726133980203
8,0.0,0.163265306122449,0.8367346938775511,20.024354480720376
9,0.0,0.1836734693877551,0.8163265306122448,20.05465986114441
10,0.0,0.20408163265306123,0.7959183673469387,20.084647354560616
11,0.0,0.22448979591836737,0.7755102040816326,20.114321934367354
12,0.0,0.2448979591836735,0.7551020408163265,20.143688470797947
13,0.0,0.26530612244897966,0.7346938775510203,20.172751733580128
14,0.0,0.28571428571428575,0.7142857142857143,20.201516394516396
15,0.0,0.30612244897959184,0.6938775510204082,20.229987029980467
16,0.0,0.326530612244898,0.673469387755102,20.258168123343133
17,0.0,0.34693877551020413,0.6530612244897959,20.286064067319476
18,0.0,0.3673469387755102,0.6326530612244897,20.31367916625082
19,0.0,0.3877551020408163,0.6122448979591837,20.341017638312753
20,0.0,0.40816326530612246,0.5918367346938775,20.368083617660517
21,0.0,0.42857142857142866,0.5714285714285714,20.394881156509783
22,0.0,0.44897959183673475,0.5510204081632654,20.421414227157484
23,0.0,0.46938775510204084,0.5306122448979592,20.44768672393893
24,0.0,0.489795918367347,0.5102040816326531,20.47370246513136
25,0.0,0.5102040816326532,0.48979591836734687,20.499465194802944
26,0.0,0.5306122448979593,0.4693877551020407,20.52497858460289
27,0.0,0.5510204081632654,0.4489795918367347,20.550246235507608
28,0.0,0.5714285714285715,0.42857142857142855,20.5752716795089
29,0.0,0.5918367346938777,0.40816326530612235,20.600058381258002
30,0.0,0.6122448979591837,0.3877551020408163,20.62460973966429
31,0.0,0.6326530612244898,0.36734693877551017,20.648929089444266
32,0.0,0.653061224489796,0.346938775510204,20.673019702630135
