,fr_alma1,fr_dddp,fr_dmda,d34S
0,0.0,0.0,1.0,19.77378337759972
1,0.0,0.05263157894736842,0.9473684210526316,19.779153907021787
2,0.0,0.10526315789473684,0.8947368421052633,19.785103172729634
3,0.0,0.15789473684210525,0.8421052631578947,19.791730050453317
4,0.0,0.21052631578947367,0.7894736842105263,19.799157299664305
5,0.0,0.2631578947368421,0.736842105263158,19.807539238542393
6,0.0,0.3157894736842105,0.6842105263157894,19.817072581814756
7,0.0,0.368421052631579,0.631578947368421,19.828012074271317
8,0.0,0.42105263157894735,0.5789473684210527,19.84069359281304
9,0.0,0.47368421052631576,0.5263157894736843,19.855569239703108
10,0.0,0.5263157894736842,0.4736842105263158,19.87326237609155
11,0.0,0.5789473684210527,0.42105263157894735,19.89465719720762
12,0.0,0.631578947368421,0.368421052631579,19.92105109752429
13,0.0,0.6842105263157894,0.31578947368421056,19.954427968586597
14,0.0,0.736842105263158,0.2631578947368421,19.997981483235172
15,0.0,0.7894736842105263,0.21052631578947367,20.057203125331434
16,0.0,0.8421052631578947,0.15789473684210528,20.142401993031413
17,0.0,0.894736842105263,0.1052631578947369,20.2754720523306
18,0.0,0.9473684210526315,0.052631578947368515,20.512523209624824
19,0.0,1.0,0.0,21.05358260768142
20,0.05263157894736842,0.0,0.9473684210526316,19.705966237256067
21,0.05263157894736842,0.05263157894736842,0.8947368421052633,19.707889622259334
22,0.05263157894736842,0.10526315789473684,0.8421052631578947,19.7100225796083
23,0.05263157894736842,0.15789473684210525,0.7894736842105263,19.712401335463923
24,0.05263157894736842,0.21052631578947367,0.736842105263158,19.715070975765194
25,0.05263157894736842,0.2631578947368421,0.6842105263157895,19.718088331152295
26,0.05263157894736842,0.368421052631579,0.5789473684210527,19.725478615282064
27,0.05263157894736842,0.42105263157894735,0.5263157894736843,19.730070975336076
28,0.05263157894736842,0.47368421052631576,0.4736842105263159,19.735472181846127
29,0.05263157894736842,0.5263157894736842,0.4210526315789474,19.741916562340478
30,0.05263157894736842,0.5789473684210527,0.368421052631579,19.74973863428131
31,0.05263157894736842,0.631578947368421,0.31578947368421056,19.75943306075356
32,0.05263157894736842,0.6842105263157894,0.2631578947368422,19.771763514086604
33,0.05263157894736842,0.736842105263158,0.21052631578947367,19.787974316441968
34,0.05263157894736842,0.7894736842105263,0.15789473684210528,19.810239198010393
35,0.05263157894736842,0.8421052631578947,0.1052631578947369,19.84272827421951
36,0.05263157894736842,0.894736842105263,0.052631578947368515,19.894582990019227
37,0.05263157894736842,0.9473684210526315,1.241763432820638e-16,19.990469471088623
38,0.10526315789473684,0.0,0.8947368421052633,19.636775312789734
39,0.10526315789473684,0.15789473684210525,0.736842105263158,19.631184562446613
40,0.10526315789473684,0.21052631578947367,0.6842105263157895,19.628859451944926
41,0.10526315789473684,0.3157894736842105,0.5789473684210527,19.62322341978373
42,0.10526315789473684,0.368421052631579,0.5263157894736843,19.619762581463807
43,0.10526315789473684,0.42105263157894735,0.4736842105263159,19.615732126073038
44,0.10526315789473684,0.5263157894736842,0.36842105263157904,19.605289021754402
45,0.10526315789473684,0.5789473684210527,0.31578947368421056,19.59835575761515
46,0.10526315789473684,0.6842105263157894,0.2105263157894738,19.57867228994803
47,0.10526315789473684,0.736842105263158,0.15789473684210528,19.564030846499936
48,0.10526315789473684,0.8421052631578947,0.052631578947368515,19.513587030808743
49,0.15789473684210525,0.0,0.8421052631578947,19.56616843357839
50,0.15789473684210525,0.05263157894736842,0.7894736842105263,19.560754985272546
51,0.15789473684210525,0.10526315789473684,0.736842105263158,19.55473827537468
52,0.15789473684210525,0.15789473684210525,0.6842105263157894,19.548011514701535
53,0.15789473684210525,0.21052631578947367,0.631578947368421,19.54044112849207
54,0.15789473684210525,0.2631578947368421,0.5789473684210527,19.531857796382333
55,0.15789473684210525,0.3157894736842105,0.5263157894736842,19.522043637853592
56,0.15789473684210525,0.368421052631579,0.47368421052631576,19.510713459175875
57,0.15789473684210525,0.42105263157894735,0.42105263157894735,19.49748658244177
58,0.15789473684210525,0.47368421052631576,0.368421052631579,19.48184323460156
59,0.15789473684210525,0.5263157894736842,0.3157894736842105,19.463054631196243
60,0.15789473684210525,0.5789473684210527,0.2631578947368421,19.440066174539083
61,0.15789473684210525,0.631578947368421,0.21052631578947367,19.411292469257326
62,0.15789473684210525,0.6842105263157894,0.15789473684210528,19.374235303208252
63,0.15789473684210525,0.736842105263158,0.10526315789473678,19.324716222027362
64,0.15789473684210525,0.7894736842105263,0.05263157894736839,19.255178377063586
65,0.15789473684210525,0.8421052631578947,0.0,19.150407115684498
66,0.21052631578947367,0.0,0.7894736842105263,19.494101685161525
67,0.21052631578947367,0.05263157894736842,0.736842105263158,19.48478431683709
68,0.21052631578947367,0.10526315789473684,0.6842105263157894,19.474416698662232
69,0.21052631578947367,0.15789473684210525,0.631578947368421,19.462810649185425
70,0.21052631578947367,0.21052631578947367,0.5789473684210527,19.44973017403506
71,0.21052631578947367,0.2631578947368421,0.5263157894736843,19.43487525061327
72,0.21052631578947367,0.3157894736842105,0.4736842105263158,19.417858533495647
73,0.21052631578947367,0.368421052631579,0.42105263157894735,19.398171091765448
74,0.21052631578947367,0.42105263157894735,0.368421052631579,19.375130640310267
75,0.21052631578947367,0.47368421052631576,0.31578947368421056,19.347800858526163
76,0.21052631578947367,0.5263157894736842,0.26315789473684215,19.314861024062104
77,0.21052631578947367,0.5789473684210527,0.21052631578947367,19.274386182495107
78,0.21052631578947367,0.631578947368421,0.15789473684210528,19.223456975129505
79,0.21052631578947367,0.6842105263157894,0.1052631578947369,19.15742229457318
80,0.21052631578947367,0.736842105263158,0.05263157894736839,19.068391619238014
81,0.21052631578947367,0.7894736842105263,0.0,18.941820176457735
82,0.2631578947368421,0.0,0.736842105263158,19.420529318156188
83,0.2631578947368421,0.05263157894736842,0.6842105263157895,19.407140856209757
84,0.2631578947368421,0.15789473684210525,0.5789473684210527,19.375506891263772
85,0.2631578947368421,0.21052631578947367,0.5263157894736843,19.356636247634064
86,0.2631578947368421,0.2631578947368421,0.4736842105263159,19.33516974482807
87,0.2631578947368421,0.3157894736842105,0.4210526315789474,19.310532188415497
88,0.2631578947368421,0.368421052631579,0.368421052631579,19.281964894744654
89,0.2631578947368421,0.42105263157894735,0.31578947368421056,19.248446182902335
90,0.2631578947368421,0.47368421052631576,0.2631578947368422,19.20856660178094
91,0.2631578947368421,0.5263157894736842,0.21052631578947373,19.160325675661618
92,0.2631578947368421,0.5789473684210527,0.15789473684210528,19.1007858319685
93,0.2631578947368421,0.631578947368421,0.1052631578947369,19.025450904709416
94,0.2631578947368421,0.6842105263157894,0.052631578947368515,18.927074373455312
95,0.2631578947368421,0.736842105263158,0.0,18.793176661554114
96,0.3157894736842105,0.0,0.6842105263157894,19.345403651407132
97,0.3157894736842105,0.05263157894736842,0.631578947368421,19.32776873873032
98,0.3157894736842105,0.10526315789473684,0.5789473684210527,19.30809921546439
99,0.3157894736842105,0.15789473684210525,0.5263157894736842,19.286021414074874
100,0.3157894736842105,0.21052631578947367,0.47368421052631576,19.26106419866902
101,0.3157894736842105,0.2631578947368421,0.42105263157894735,19.23262496818534
102,0.3157894736842105,0.3157894736842105,0.3684210526315789,19.19992036284213
103,0.3157894736842105,0.368421052631579,0.31578947368421045,19.161912993046926
104,0.3157894736842105,0.42105263157894735,0.2631578947368421,19.117199383172245
105,0.3157894736842105,0.47368421052631576,0.21052631578947367,19.063832860461094
106,0.3157894736842105,0.5263157894736842,0.15789473684210523,18.999032606238142
107,0.3157894736842105,0.5789473684210527,0.10526315789473678,18.918683264037117
108,0.3157894736842105,0.631578947368421,0.05263157894736839,18.816425225136378
109,0.3157894736842105,0.6842105263157894,0.0,18.681883296122415
