,Time,34DMSP_enz_deg,32DMSP_enz_deg,DMSP_total_enz_deg,-ln_fr_enz_deg,d34s_enz_deg,34DMSP_no_enz_deg,32DMSP_no_enz_deg,DMSP_total_no_enz_deg,-ln_fr_no_enz_deg,d34s_no_enz_deg
17,18.387755102040817,4110.652840122623,89773.65687973917,93884.30971986179,0.7906555166483076,17.433289403250285,2007.799490952858,43724.84929326703,45732.648784219884,1.5099063350287951,20.31924308942856
18,19.46938775510204,4031.39345069943,88035.9357324205,92067.32918311993,0.8101986449329119,17.511344941935292,1837.7711830258893,40008.021251019505,41845.7924340454,1.5987275405946746,20.67722467397548
19,20.551020408163268,3960.0482462403143,86471.84274320999,90431.8909894503,0.8281218116462408,17.582950934533102,1682.1414757181074,36607.1346967243,38289.276172442405,1.687548931782414,21.03549687467865
20,21.63265306122449,3895.7275388942926,85061.84109963261,88957.56863852691,0.8445592940884049,17.64863845905773,1539.6910528822614,33495.3348069975,35035.025859879766,1.7763704933275521,21.394045896086844
21,22.714285714285715,3837.657351669644,83788.9376861539,87626.59503782354,0.8596342450768747,17.708895250956758,1409.3038574139748,30648.049328702313,32057.35318611629,1.8651922076294314,21.752859016680446
22,23.795918367346943,3785.1620033511012,82638.29982581327,86423.46182916437,0.87345960536944,17.76416906937195,1289.958336359364,28042.794363684105,29332.752700043467,1.9540140619678823,22.111924682253424
23,24.877551020408166,3737.6496254573954,81596.93660992837,85334.58623538577,0.8861389551157755,17.81487098210288,1180.7194434690703,25658.997012635755,26839.716456104827,2.0428360454462733,22.47123234469783
24,25.95918367346939,3694.6001287921868,80653.43418206357,84348.03431085576,0.8977672885063351,17.8613783188335,1080.731316081522,23477.833023036565,24558.564339118086,2.131658146942637,22.830772325001636
25,27.040816326530614,3655.555135986061,79797.73431335333,83453.28944933938,0.9084317257278187,17.904037411776706,989.2105709410698,21482.07820494092,22471.288775881992,2.220480353310932,23.190535683724313
26,28.122448979591837,3620.1095277745803,79020.94850582947,82641.05803360404,0.9182121656123701,17.943166116329845,905.4401594029464,19655.97228577524,20561.412445178186,2.309302656342615,23.55051434835587
27,29.204081632653065,3587.9043138560173,78315.20125191381,81903.10556576983,0.9271818841292836,17.979056130751346,828.763754710044,17985.09459556868,18813.858350278726,2.398125048696927,23.91070093930803
28,30.28571428571429,3558.620595951737,77673.49733047403,81232.11792642577,0.9354080833376083,18.011975131576598,758.5806110621379,16456.250237663055,17214.830848725192,2.48694752233058,24.27108867001415
29,31.367346938775512,3531.9744416615713,77089.60914373401,80621.58358539558,0.94295239318187,18.04216872078768,694.3408572610583,15057.365915325812,15751.706772586871,2.575770067351501,24.631671261966524
30,32.44897959183674,3507.7124841460236,76557.98002067526,80065.69250482127,0.9498713392456102,18.06986229377405,635.5411838733231,13777.394499054733,14412.935682928057,2.6645926786091025,24.99244308141013
31,33.53061224489796,3485.608200200964,76073.64244476384,79559.2506449648,0.9562167580649698,18.095262616131926,581.7209037266616,12606.22788496981,13187.948788696473,2.753415351237789,25.353398971635464
32,34.61224489795919,3465.4586688195263,75632.14684590734,79097.60551472686,0.9620361905716136,18.118559401459233,532.4583430912201,11534.617193738302,12067.075536829523,2.842238079408172,25.71453417820124
33,35.693877551020414,3447.0817937116512,75229.50059531214,78676.5823890238,0.9673732375330654,18.139926705659448,487.36753801785204,10554.099741579963,11041.467279597815,2.9310608554869364,26.075844288788062
34,36.775510204081634,3430.313904571208,74862.1153271969,78292.4292317681,0.972267884192768,18.159524195240138,446.09520715893694,9656.932144886694,10103.02735204563,3.0198836765042634,26.437325382100862
35,37.85714285714286,3415.007661233264,74526.76091764502,77941.76857887828,0.9767568020690387,18.177498352166754,408.31798670794893,8836.029238777868,9244.347225485817,3.108706539303614,26.798973860544308
36,38.93877551020408,3401.030236906417,74220.52559754648,77621.5558344529,0.9808736232784824,18.19398355577895,373.73989713328575,8084.908134488013,8458.648031621298,3.1975294395547205,27.16078639432906
37,40.02040816326531,3388.261733975712,73940.78117628398,77329.0429102597,0.98464919141493,18.209103070173427,342.0900241409421,7397.637024892487,7739.727049033429,3.2863523712683187,27.522759882181447
38,41.102040816326536,3376.5937899057176,73685.15244182908,77061.7462317348,0.9881117936475587,18.222969969630576,313.12039395029376,6768.788295239023,7081.908689189317,3.3751753330237424,27.884891605284068
39,42.183673469387756,3365.9283561142834,73451.49036097009,76817.41871708437,0.9912873726163471,18.235687978773953,286.60403252016874,6193.395708712571,6479.999741232739,3.4639983228344056,28.247179059282423
40,43.26530612244898,3356.1766252974194,73237.84854042483,76594.02516572225,0.9941997200085066,18.247352237397152,262.3331873138895,5666.9151907241285,5929.248378038018,3.5528213373551782,28.60961991213662
41,44.34693877551021,3347.2580834301752,73042.46242605044,76389.72050948061,0.9968706544505571,18.258050005898863,240.1176994127316,5185.188941120273,5425.306640533005,3.6416443718356906,28.97221198506972
42,45.42857142857143,3339.0996541408604,72863.73052974569,76202.83018388654,0.9993201897416769,18.26786135618974,219.78351225579502,4744.412569507289,4964.196081763084,3.7304674259450676,29.334953403267416
43,46.51020408163266,3331.634981583931,72700.19869950863,76031.83368109257,1.0015666764532667,18.276859697009094,201.17130939460998,4341.105084677274,4542.276394071884,3.8192904984894156,29.697842428711763
44,47.591836734693885,3324.803742958672,72550.54503758796,75875.34878054663,1.0036269471180626,18.285112386651647,184.1352662749986,3972.0814052888213,4156.21667156382,3.908113586747356,30.060877427516175
45,48.673469387755105,3318.5510789187665,72413.56740887079,75732.11848778956,1.0055164363094702,18.2926811851003,168.54190750496278,3634.4272023131475,3802.96910981811,3.9969366869349034,30.424056871124705
46,49.75510204081633,3312.8270495914703,72288.17150942078,75600.99855901225,1.0072493017145696,18.29962275971342,154.269060227076,3325.4758651236434,3479.7449253507193,4.085759799478377,30.787379476820973
47,50.83673469387755,3307.586180460557,72173.36090897958,75480.94708944013,1.0088385252888887,18.30598906798686,141.2048979253624,3042.7874654823086,3183.992363407671,4.174582923713348,31.15084404357105
48,51.91836734693878,3302.7870279454346,72068.22752413222,75371.01455207766,1.0102960145469244,18.311827778096923,129.24706426080297,2784.1294886305773,2913.37655289138,4.263406057287499,31.51444942538184
49,53.0,3298.391811574606,71971.94355387214,75270.33536544675,1.0116326887293623,18.317182600904314,118.30187089768273,2547.4591977123314,2665.7610686100143,4.352229197201779,31.878194553138115
